device_id,customer_id,device_type,os,ip_address
DEV-00451,CUST-0359,Mobile,Android,211.110.169.110
DEV-00452,CUST-0360,Desktop,Windows,6.99.143.29
DEV-00453,CUST-0361,Mobile,Windows,215.219.236.63
DEV-00454,CUST-0362,Mobile,Windows,170.191.16.245
DEV-00455,CUST-0363,Mobile,MacOS,86.168.222.25
DEV-00456,CUST-0364,Desktop,Android,149.218.239.60
DEV-00457,CUST-0365,Desktop,MacOS,162.49.148.101
DEV-00458,CUST-0365,Mobile,Android,184.200.18.163
DEV-00459,CUST-0366,Tablet,MacOS,113.104.152.35
DEV-00460,CUST-0367,Mobile,iOS,197.123.53.35
DEV-00461,CUST-0368,Tablet,Windows,151.213.216.184
DEV-00462,CUST-0369,Tablet,Android,202.73.66.215
DEV-00463,CUST-0369,Mobile,MacOS,144.177.241.170
DEV-00464,CUST-0370,Mobile,Android,180.99.94.150
DEV-00465,CUST-0371,Mobile,Windows,162.255.136.139
DEV-00466,CUST-0372,Mobile,Android,146.176.122.216
DEV-00467,CUST-0373,Desktop,Windows,44.6.253.1
DEV-00468,CUST-0374,Mobile,Android,48.74.74.160
DEV-00469,CUST-0374,Mobile,iOS,160.187.182.153
DEV-00470,CUST-0375,Mobile,Android,151.48.254.80
DEV-00471,CUST-0376,Mobile,MacOS,151.142.10.232
DEV-00472,CUST-0377,Tablet,Windows,199.34.250.152
DEV-00473,CUST-0378,Tablet,iOS,82.255.128.243
DEV-00474,CUST-0379,Mobile,MacOS,201.141.100.106
DEV-00475,CUST-0380,Desktop,Android,1.15.66.84
DEV-00476,CUST-0380,Tablet,Windows,198.194.29.54
DEV-00477,CUST-0381,Desktop,Windows,195.165.104.213
DEV-00478,CUST-0382,Desktop,MacOS,167.11.184.105
DEV-00479,CUST-0382,Mobile,MacOS,204.8.246.252
DEV-00480,CUST-0382,Tablet,Android,218.201.43.91
DEV-00481,CUST-0383,Mobile,MacOS,46.164.100.103
DEV-00482,CUST-0384,Tablet,Windows,158.180.60.70
DEV-00483,CUST-0385,Desktop,MacOS,67.86.121.107
DEV-00484,CUST-0386,Mobile,iOS,213.140.246.125
DEV-00485,CUST-0387,Desktop,Android,187.214.193.14
DEV-00486,CUST-0388,Desktop,iOS,215.200.52.113
DEV-00487,CUST-0389,Mobile,iOS,54.177.181.230
DEV-00488,CUST-0390,Tablet,Windows,122.211.162.117
DEV-00489,CUST-0391,Desktop,iOS,54.80.212.89
DEV-00490,CUST-0392,Desktop,Android,6.171.189.86
DEV-00491,CUST-0393,Tablet,Windows,92.232.1.12
DEV-00492,CUST-0394,Tablet,iOS,221.14.234.90
DEV-00493,CUST-0395,Mobile,MacOS,150.223.77.126
DEV-00494,CUST-0396,Desktop,Android,201.141.121.0
DEV-00495,CUST-0397,Mobile,Android,194.26.105.41
DEV-00496,CUST-0398,Mobile,Android,223.30.219.237
DEV-00497,CUST-0399,Mobile,Windows,64.79.30.254
DEV-00498,CUST-0400,Desktop,MacOS,138.226.205.21
DEV-00499,CUST-0401,Mobile,iOS,158.91.251.197
DEV-00500,CUST-0402,Desktop,iOS,185.95.160.147
DEV-00501,CUST-0402,Desktop,Windows,169.189.61.156
DEV-00502,CUST-0403,Desktop,Windows,77.113.31.73
DEV-00503,CUST-0404,Tablet,MacOS,149.51.63.180
DEV-00504,CUST-0405,Mobile,iOS,221.61.105.0
DEV-00505,CUST-0406,Tablet,Android,179.152.163.105
DEV-00506,CUST-0407,Mobile,Windows,174.22.170.208
DEV-00507,CUST-0408,Mobile,Windows,12.187.93.25
DEV-00508,CUST-0409,Desktop,Android,59.88.112.121
DEV-00509,CUST-0410,Mobile,MacOS,158.3.248.161
DEV-00510,CUST-0411,Desktop,Windows,185.228.25.110
DEV-00511,CUST-0411,Mobile,iOS,40.177.31.139
DEV-00512,CUST-0412,Mobile,Windows,201.28.216.212
DEV-00513,CUST-0412,Mobile,MacOS,139.135.148.11
DEV-00514,CUST-0412,Desktop,Android,162.197.143.175
DEV-00515,CUST-0412,Tablet,Android,85.234.103.201
DEV-00516,CUST-0413,Mobile,Windows,84.240.165.54
DEV-00517,CUST-0414,Tablet,Android,35.9.65.29
DEV-00518,CUST-0415,Mobile,Windows,67.51.245.35
DEV-00519,CUST-0416,Mobile,iOS,54.233.233.236
DEV-00520,CUST-0417,Tablet,Windows,191.60.46.244
DEV-00521,CUST-0418,Mobile,MacOS,146.38.47.0
DEV-00522,CUST-0419,Mobile,Windows,53.89.53.37
DEV-00523,CUST-0420,Mobile,iOS,121.141.174.64
DEV-00524,CUST-0421,Desktop,iOS,139.14.152.24
DEV-00525,CUST-0422,Desktop,MacOS,138.76.212.31
DEV-00526,CUST-0423,Tablet,Windows,213.133.244.158
DEV-00527,CUST-0424,Mobile,MacOS,125.126.194.31
DEV-00528,CUST-0425,Mobile,Windows,148.90.192.162
DEV-00529,CUST-0426,Tablet,Android,209.40.85.118
DEV-00530,CUST-0427,Desktop,Windows,212.155.187.231
DEV-00531,CUST-0428,Desktop,MacOS,160.253.22.96
DEV-00532,CUST-0429,Mobile,Windows,195.108.93.10
DEV-00533,CUST-0430,Mobile,MacOS,209.50.121.79
DEV-00534,CUST-0431,Desktop,Android,115.255.82.112
DEV-00535,CUST-0432,Tablet,iOS,207.37.163.192
DEV-00536,CUST-0433,Mobile,Windows,207.31.39.56
DEV-00537,CUST-0434,Tablet,MacOS,208.174.38.191
DEV-00538,CUST-0435,Mobile,iOS,193.243.106.96
DEV-00539,CUST-0436,Mobile,iOS,204.188.248.93
DEV-00540,CUST-0437,Desktop,MacOS,167.28.12.140
DEV-00541,CUST-0438,Desktop,MacOS,204.56.183.21
DEV-00542,CUST-0439,Tablet,Android,71.96.75.158
DEV-00543,CUST-0440,Mobile,iOS,194.14.33.166
DEV-00544,CUST-0441,Desktop,MacOS,66.148.26.115
DEV-00545,CUST-0442,Mobile,Windows,27.195.205.146
DEV-00546,CUST-0443,Desktop,Android,70.104.117.72
DEV-00547,CUST-0444,Tablet,iOS,79.202.164.3
DEV-00548,CUST-0445,Tablet,MacOS,176.226.135.140
DEV-00549,CUST-0446,Mobile,Windows,49.231.156.6
DEV-00550,CUST-0447,Tablet,MacOS,222.104.54.120
DEV-00551,CUST-0447,Desktop,MacOS,217.248.67.203
DEV-00552,CUST-0448,Tablet,MacOS,199.100.19.198
DEV-00553,CUST-0448,Mobile,iOS,208.246.132.182
DEV-00554,CUST-0449,Tablet,Android,173.73.192.159
DEV-00555,CUST-0450,Desktop,iOS,193.134.198.126
DEV-00556,CUST-0451,Desktop,iOS,185.214.67.180
DEV-00557,CUST-0451,Mobile,Windows,157.193.58.220
DEV-00558,CUST-0451,Mobile,Windows,145.40.2.137
DEV-00559,CUST-0451,Tablet,MacOS,165.204.201.159
DEV-00560,CUST-0452,Mobile,iOS,218.176.211.152
DEV-00561,CUST-0453,Tablet,MacOS,7.214.183.71
DEV-00562,CUST-0453,Mobile,iOS,219.145.113.64
DEV-00563,CUST-0453,Tablet,MacOS,180.26.35.161
DEV-00564,CUST-0453,Mobile,MacOS,192.251.125.174
DEV-00565,CUST-0454,Desktop,Windows,147.130.215.82
DEV-00566,CUST-0454,Mobile,iOS,90.153.71.201
DEV-00567,CUST-0455,Desktop,iOS,217.25.72.28
DEV-00568,CUST-0456,Mobile,Windows,175.159.20.0
DEV-00569,CUST-0456,Tablet,Android,208.235.25.191
DEV-00570,CUST-0456,Mobile,Windows,133.71.132.73
DEV-00571,CUST-0456,Desktop,Windows,7.194.191.240
DEV-00572,CUST-0457,Desktop,iOS,98.64.112.18
DEV-00573,CUST-0458,Desktop,Android,82.186.31.171
DEV-00574,CUST-0459,Tablet,iOS,175.149.6.238
DEV-00575,CUST-0460,Tablet,Android,139.195.54.100
DEV-00576,CUST-0461,Desktop,Android,188.133.178.71
DEV-00577,CUST-0461,Desktop,Android,221.44.88.113
DEV-00578,CUST-0462,Tablet,iOS,148.174.158.184
DEV-00579,CUST-0463,Mobile,Android,165.247.184.60
DEV-00580,CUST-0464,Tablet,Android,194.83.72.219
DEV-00581,CUST-0465,Desktop,iOS,171.68.144.194
DEV-00582,CUST-0465,Mobile,Android,212.48.33.67
DEV-00583,CUST-0466,Mobile,MacOS,210.15.204.135
DEV-00584,CUST-0467,Desktop,Windows,193.237.111.238
DEV-00585,CUST-0467,Mobile,iOS,162.102.24.81
DEV-00586,CUST-0467,Desktop,MacOS,114.12.109.152
DEV-00587,CUST-0468,Desktop,iOS,213.109.227.226
DEV-00588,CUST-0469,Desktop,MacOS,38.55.11.141
DEV-00589,CUST-0470,Desktop,MacOS,196.114.192.132
DEV-00590,CUST-0471,Mobile,Windows,73.86.236.97
DEV-00591,CUST-0472,Mobile,MacOS,53.182.57.64
DEV-00592,CUST-0473,Mobile,Windows,219.238.218.224
DEV-00593,CUST-0474,Desktop,Windows,43.119.62.157
DEV-00594,CUST-0475,Tablet,MacOS,92.87.152.186
DEV-00595,CUST-0476,Desktop,MacOS,67.223.67.243
DEV-00596,CUST-0476,Mobile,iOS,54.188.68.60
DEV-00597,CUST-0477,Desktop,MacOS,56.201.145.183
DEV-00598,CUST-0478,Tablet,iOS,12.9.107.163
DEV-00599,CUST-0478,Mobile,iOS,14.72.114.71
DEV-00600,CUST-0479,Desktop,Android,61.248.234.81
DEV-00601,CUST-0479,Tablet,Android,184.45.33.251
DEV-00602,CUST-0480,Tablet,Android,194.205.251.168
DEV-00603,CUST-0480,Tablet,Windows,32.19.219.206
DEV-00604,CUST-0481,Mobile,Android,62.64.34.57
DEV-00605,CUST-0482,Mobile,Windows,175.51.26.40
DEV-00606,CUST-0483,Mobile,MacOS,210.39.174.38
DEV-00607,CUST-0484,Desktop,Android,16.65.11.195
DEV-00608,CUST-0485,Mobile,Windows,198.136.166.253
DEV-00609,CUST-0486,Desktop,iOS,214.41.152.129
DEV-00610,CUST-0487,Mobile,Windows,175.218.55.86
DEV-00611,CUST-0488,Desktop,MacOS,157.133.254.29
DEV-00612,CUST-0489,Desktop,Windows,197.43.190.88
DEV-00613,CUST-0490,Tablet,Android,29.174.163.178
DEV-00614,CUST-0491,Mobile,Android,138.126.28.42
DEV-00615,CUST-0492,Desktop,MacOS,201.15.51.101
DEV-00616,CUST-0493,Tablet,Windows,217.196.43.67
DEV-00617,CUST-0494,Tablet,iOS,193.56.119.209
DEV-00618,CUST-0494,Mobile,iOS,222.113.217.154
DEV-00619,CUST-0495,Desktop,iOS,218.111.214.187
DEV-00620,CUST-0495,Mobile,Android,83.68.135.143
DEV-00621,CUST-0496,Mobile,Android,128.19.104.41
DEV-00622,CUST-0496,Tablet,MacOS,3.104.142.227
DEV-00623,CUST-0496,Desktop,MacOS,200.42.60.180
DEV-00624,CUST-0497,Desktop,Windows,192.19.205.98
DEV-00625,CUST-0497,Mobile,iOS,202.67.176.97
DEV-00626,CUST-0498,Desktop,Android,217.206.106.252
DEV-00627,CUST-0499,Mobile,Android,175.164.190.11
DEV-00628,CUST-0500,Tablet,iOS,57.143.48.62
DEV-00629,CUST-0500,Mobile,Android,220.84.170.178
DEV-9999,CUST-0008,Mobile,Android,198.51.100.42
DEV-9999,CUST-0014,Mobile,Android,198.51.100.42
DEV-9999,CUST-0016,Mobile,Android,198.51.100.42
DEV-9999,CUST-0022,Mobile,Android,198.51.100.42
DEV-00630,CUST-0495,Mobile,Windows,2.195.223.141
DEV-00631,CUST-0132,Mobile,Windows,52.138.58.52
DEV-00632,CUST-0295,Desktop,iOS,159.14.146.102
DEV-00633,CUST-0121,Mobile,Windows,4.153.83.11
DEV-00634,CUST-0274,Mobile,iOS,173.52.90.110
DEV-00635,CUST-0163,Mobile,iOS,211.102.115.75
DEV-00636,CUST-0293,Desktop,iOS,13.57.68.245
DEV-00637,CUST-0175,Desktop,Windows,186.61.195.202
DEV-00638,CUST-0430,Desktop,iOS,179.152.65.35
DEV-00639,CUST-0359,Mobile,iOS,34.43.153.171
DEV-00640,CUST-0323,Desktop,iOS,215.76.99.202
DEV-00641,CUST-0193,Desktop,iOS,26.43.95.91
DEV-00642,CUST-0168,Desktop,iOS,212.23.227.99
DEV-00643,CUST-0488,Mobile,iOS,165.108.20.72
DEV-00644,CUST-0376,Desktop,iOS,94.245.7.87
DEV-00645,CUST-0031,Desktop,Windows,113.135.176.243
DEV-00646,CUST-0449,Desktop,Windows,84.4.189.144
DEV-00647,CUST-0458,Mobile,iOS,184.7.69.130
DEV-00648,CUST-0435,Mobile,iOS,52.143.208.211
DEV-00649,CUST-0125,Mobile,iOS,205.197.136.255
DEV-00650,CUST-0146,Desktop,Windows,29.91.37.57
DEV-00651,CUST-0179,Mobile,Windows,64.255.117.100
DEV-00652,CUST-0200,Desktop,iOS,53.253.252.91
DEV-00653,CUST-0126,Mobile,iOS,78.223.91.51
DEV-00654,CUST-0357,Mobile,iOS,154.120.146.151
DEV-00655,CUST-0469,Desktop,Windows,135.171.182.68
DEV-00656,CUST-0215,Desktop,Windows,165.155.9.96
DEV-00657,CUST-0014,Desktop,Windows,62.11.62.141
DEV-00658,CUST-0080,Desktop,Windows,53.122.31.176
DEV-00659,CUST-0372,Desktop,Windows,217.64.210.229
DEV-00660,CUST-0265,Mobile,Windows,74.242.239.188
DEV-00661,CUST-0135,Desktop,iOS,23.158.245.72
DEV-00662,CUST-0374,Desktop,iOS,114.9.97.8
DEV-00663,CUST-0346,Desktop,Windows,190.56.196.84
DEV-00664,CUST-0445,Mobile,Windows,145.118.251.7
DEV-00665,CUST-0429,Desktop,iOS,222.122.120.236
DEV-00666,CUST-0163,Desktop,Windows,31.135.135.142
DEV-00667,CUST-0486,Desktop,Windows,194.178.96.12
DEV-00668,CUST-0420,Desktop,Windows,148.54.69.95
DEV-00669,CUST-0149,Desktop,iOS,153.34.118.147
DEV-00670,CUST-0100,Mobile,iOS,178.150.60.245
DEV-00671,CUST-0197,Mobile,iOS,19.37.114.40
DEV-00672,CUST-0331,Desktop,iOS,104.235.183.201
DEV-00673,CUST-0339,Desktop,Windows,7.89.28.72
DEV-00674,CUST-0283,Desktop,iOS,137.145.110.169
DEV-00675,CUST-0336,Desktop,Windows,218.164.255.132
DEV-00676,CUST-0261,Mobile,iOS,145.92.3.187
DEV-00677,CUST-0020,Mobile,Windows,194.194.143.112
DEV-00678,CUST-0010,Mobile,iOS,64.3.89.117
DEV-00679,CUST-0366,Desktop,Windows,157.12.179.20
DEV-00680,CUST-0022,Mobile,iOS,210.23.131.165
DEV-00681,CUST-0252,Desktop,Windows,131.151.194.65
DEV-00682,CUST-0497,Mobile,Windows,176.229.240.84
DEV-00683,CUST-0091,Desktop,iOS,139.246.190.101
DEV-00684,CUST-0490,Mobile,iOS,214.67.171.93
DEV-00685,CUST-0088,Mobile,iOS,82.19.203.230
DEV-00686,CUST-0479,Mobile,iOS,200.15.246.35
DEV-00687,CUST-0113,Mobile,Windows,143.1.42.216
DEV-00688,CUST-0255,Desktop,iOS,222.26.72.63
DEV-00689,CUST-0300,Desktop,Windows,174.141.241.13
DEV-00690,CUST-0444,Mobile,Windows,163.109.57.217
DEV-00691,CUST-0188,Mobile,Windows,151.75.66.204
DEV-00692,CUST-0209,Desktop,Windows,194.118.158.221
DEV-00693,CUST-0151,Desktop,Windows,204.143.237.131
DEV-00694,CUST-0006,Mobile,iOS,142.103.26.17
DEV-00695,CUST-0412,Desktop,iOS,208.228.22.48
DEV-00696,CUST-0293,Mobile,Windows,128.135.56.116
DEV-00697,CUST-0399,Desktop,iOS,191.229.81.2
DEV-00698,CUST-0421,Mobile,iOS,222.64.59.215
DEV-00699,CUST-0335,Mobile,Windows,187.77.60.7
DEV-00700,CUST-0160,Mobile,iOS,185.14.36.238
DEV-00701,CUST-0277,Mobile,iOS,215.149.108.85
DEV-00702,CUST-0494,Mobile,Windows,94.203.162.97
DEV-00703,CUST-0366,Desktop,Windows,139.224.79.75
DEV-00704,CUST-0388,Desktop,Windows,143.122.162.122
DEV-00705,CUST-0284,Mobile,Windows,146.113.235.38
DEV-00706,CUST-0359,Desktop,iOS,177.76.160.128
DEV-00707,CUST-0022,Mobile,Windows,192.100.246.6
DEV-00708,CUST-0095,Desktop,iOS,185.103.33.88
DEV-00709,CUST-0061,Mobile,iOS,136.236.79.93
DEV-00710,CUST-0400,Desktop,Windows,211.139.240.7
DEV-00711,CUST-0283,Mobile,Windows,190.70.114.61
DEV-00712,CUST-0152,Mobile,iOS,139.163.38.253
DEV-00713,CUST-0091,Mobile,iOS,223.14.193.158
DEV-00714,CUST-0044,Desktop,Windows,2.128.118.212
DEV-00715,CUST-0083,Mobile,Windows,193.224.15.229
DEV-00716,CUST-0368,Desktop,Windows,24.25.190.123
DEV-00717,CUST-0113,Mobile,Windows,171.201.229.59
DEV-00718,CUST-0495,Mobile,Windows,213.217.135.25
DEV-00719,CUST-0038,Desktop,Windows,91.128.161.5
DEV-00720,CUST-0205,Mobile,iOS,173.145.27.232
DEV-00721,CUST-0456,Desktop,Windows,59.253.120.223
DEV-00722,CUST-0034,Desktop,iOS,70.118.58.79
DEV-00723,CUST-0237,Mobile,iOS,213.56.169.109
DEV-00724,CUST-0466,Mobile,Windows,60.100.44.201
DEV-00725,CUST-0306,Mobile,Windows,219.9.24.54
DEV-00726,CUST-0011,Desktop,Windows,221.61.96.145
DEV-00727,CUST-0117,Desktop,iOS,125.228.64.185
DEV-00728,CUST-0454,Mobile,iOS,223.197.87.97
DEV-00729,CUST-0246,Desktop,Windows,135.240.80.165
DEV-00730,CUST-0437,Mobile,iOS,8.91.235.107
DEV-00731,CUST-0232,Mobile,iOS,216.178.16.33
DEV-00732,CUST-0428,Mobile,Windows,161.16.213.51
DEV-00733,CUST-0065,Desktop,iOS,22.79.192.104
DEV-00734,CUST-0202,Mobile,Windows,23.5.87.195
DEV-00735,CUST-0459,Mobile,iOS,137.146.199.48
DEV-00736,CUST-0155,Mobile,iOS,192.93.181.103
DEV-00737,CUST-0295,Desktop,iOS,134.164.168.220
DEV-00738,CUST-0431,Desktop,Windows,167.9.223.234
DEV-00739,CUST-0432,Mobile,Windows,184.100.117.117
DEV-00740,CUST-0138,Desktop,iOS,179.49.136.231
DEV-00741,CUST-0473,Mobile,Windows,190.114.76.19
DEV-00742,CUST-0067,Mobile,Windows,116.182.48.62
DEV-00743,CUST-0428,Mobile,iOS,179.140.239.235
DEV-00744,CUST-0156,Desktop,Windows,129.29.206.8
DEV-00745,CUST-0097,Mobile,iOS,82.73.245.122
DEV-00746,CUST-0312,Desktop,iOS,159.194.137.109
