kyc_id,customer_id,doc_type,doc_status,expiry_date,pep_status,net_worth
KYC-0364,CUST-0364,Driving License,VERIFIED,2029-03-03,NO,72850
KYC-0365,CUST-0365,SSN,VERIFIED,2027-08-24,NO,32552
KYC-0366,CUST-0366,SSN,VERIFIED,2027-12-28,NO,431263
KYC-0367,CUST-0367,SSN,VERIFIED,2026-12-22,NO,494822
KYC-0368,CUST-0368,SSN,VERIFIED,2029-01-08,NO,766204
KYC-0369,CUST-0369,Passport,VERIFIED,2029-01-29,NO,625223
KYC-0370,CUST-0370,SSN,VERIFIED,2028-06-06,NO,13168
KYC-0371,CUST-0371,SSN,VERIFIED,2027-08-19,NO,71612
KYC-0372,CUST-0372,National ID,VERIFIED,2027-05-20,NO,982139
KYC-0373,CUST-0373,SSN,VERIFIED,2027-06-20,NO,687634
KYC-0374,CUST-0374,National ID,VERIFIED,2028-02-01,YES,125285
KYC-0375,CUST-0375,Driving License,VERIFIED,2029-03-31,NO,14833
KYC-0376,CUST-0376,Driving License,VERIFIED,2027-07-26,NO,864281
KYC-0377,CUST-0377,National ID,VERIFIED,2029-01-31,NO,551849
KYC-0378,CUST-0378,SSN,VERIFIED,2028-06-12,NO,128368
KYC-0379,CUST-0379,SSN,VERIFIED,2027-10-01,NO,37924
KYC-0380,CUST-0380,Passport,VERIFIED,2027-06-16,NO,100979
KYC-0381,CUST-0381,SSN,VERIFIED,2027-07-23,NO,710745
KYC-0382,CUST-0382,Passport,EXPIRED,2025-10-13,YES,21190
KYC-0383,CUST-0383,Driving License,VERIFIED,2028-12-01,NO,11346
KYC-0384,CUST-0384,Driving License,VERIFIED,2027-01-02,NO,61175
KYC-0385,CUST-0385,SSN,VERIFIED,2028-02-02,NO,26625
KYC-0386,CUST-0386,National ID,VERIFIED,2029-01-12,NO,32262
KYC-0387,CUST-0387,Passport,VERIFIED,2028-03-15,NO,126633
KYC-0388,CUST-0388,SSN,VERIFIED,2028-07-05,NO,699078
KYC-0389,CUST-0389,Driving License,VERIFIED,2028-05-26,NO,14209211
KYC-0390,CUST-0390,Driving License,VERIFIED,2029-03-03,NO,37813
KYC-0391,CUST-0391,Driving License,VERIFIED,2029-01-20,NO,26400
KYC-0392,CUST-0392,SSN,VERIFIED,2027-07-20,NO,19312
KYC-0393,CUST-0393,Passport,VERIFIED,2027-12-20,NO,3792785
KYC-0394,CUST-0394,SSN,VERIFIED,2026-11-08,NO,667978
KYC-0395,CUST-0395,National ID,VERIFIED,2028-09-30,NO,79430
KYC-0396,CUST-0396,National ID,VERIFIED,2028-02-29,NO,15081
KYC-0397,CUST-0397,SSN,VERIFIED,2027-10-10,NO,540909
KYC-0398,CUST-0398,National ID,VERIFIED,2027-10-18,NO,856881
KYC-0399,CUST-0399,Passport,VERIFIED,2028-11-04,NO,81881
KYC-0400,CUST-0400,Passport,VERIFIED,2027-02-16,NO,485428
KYC-0401,CUST-0401,National ID,VERIFIED,2026-12-24,NO,32448
KYC-0402,CUST-0402,National ID,VERIFIED,2026-12-14,NO,83670
KYC-0403,CUST-0403,National ID,VERIFIED,2026-11-30,NO,207233
KYC-0404,CUST-0404,Passport,VERIFIED,2027-08-13,NO,126008
KYC-0405,CUST-0405,Passport,VERIFIED,2028-01-07,NO,142366
KYC-0406,CUST-0406,National ID,VERIFIED,2026-12-11,NO,249677
KYC-0407,CUST-0407,National ID,VERIFIED,2027-12-03,NO,831407
KYC-0408,CUST-0408,SSN,VERIFIED,2027-12-07,NO,91039
KYC-0409,CUST-0409,National ID,VERIFIED,2028-12-04,NO,269205
KYC-0410,CUST-0410,Passport,VERIFIED,2028-05-29,NO,268920
KYC-0411,CUST-0411,Driving License,VERIFIED,2028-03-24,NO,91307
KYC-0412,CUST-0412,SSN,PENDING,2027-12-05,NO,70892
KYC-0413,CUST-0413,Passport,VERIFIED,2028-02-19,NO,27022
KYC-0414,CUST-0414,National ID,VERIFIED,2028-11-24,NO,541547
KYC-0415,CUST-0415,National ID,VERIFIED,2029-01-15,NO,63974
KYC-0416,CUST-0416,Driving License,VERIFIED,2028-12-10,NO,11631754
KYC-0417,CUST-0417,National ID,VERIFIED,2026-09-20,NO,147957
KYC-0418,CUST-0418,Driving License,VERIFIED,2029-03-21,NO,572583
KYC-0419,CUST-0419,National ID,VERIFIED,2028-02-19,NO,53231
KYC-0420,CUST-0420,SSN,VERIFIED,2027-05-18,NO,94907
KYC-0421,CUST-0421,Driving License,VERIFIED,2028-09-05,NO,26272
KYC-0422,CUST-0422,Passport,VERIFIED,2026-09-07,NO,2351575
KYC-0423,CUST-0423,SSN,VERIFIED,2026-11-19,NO,648303
KYC-0424,CUST-0424,Driving License,VERIFIED,2027-05-22,NO,98164
KYC-0425,CUST-0425,Passport,VERIFIED,2029-03-11,NO,36271
KYC-0426,CUST-0426,National ID,VERIFIED,2026-12-30,NO,71879
KYC-0427,CUST-0427,SSN,VERIFIED,2027-06-28,NO,135237
KYC-0428,CUST-0428,SSN,VERIFIED,2028-02-08,NO,79685
KYC-0429,CUST-0429,Driving License,VERIFIED,2027-04-01,NO,609732
KYC-0430,CUST-0430,SSN,VERIFIED,2027-09-17,NO,60075
KYC-0431,CUST-0431,Passport,VERIFIED,2028-06-30,NO,70875
KYC-0432,CUST-0432,Driving License,VERIFIED,2028-08-05,NO,110668
KYC-0433,CUST-0433,Passport,VERIFIED,2029-02-24,NO,14078
KYC-0434,CUST-0434,National ID,VERIFIED,2027-08-27,NO,63481
KYC-0435,CUST-0435,Driving License,VERIFIED,2027-04-07,NO,97522
KYC-0436,CUST-0436,Passport,VERIFIED,2027-02-19,NO,307427
KYC-0437,CUST-0437,SSN,VERIFIED,2029-01-17,NO,70354
KYC-0438,CUST-0438,Driving License,VERIFIED,2028-12-11,NO,6741285
KYC-0439,CUST-0439,Passport,VERIFIED,2028-05-30,NO,72232
KYC-0440,CUST-0440,SSN,VERIFIED,2026-09-04,NO,138295
KYC-0441,CUST-0441,National ID,VERIFIED,2027-10-09,NO,97887
KYC-0442,CUST-0442,Driving License,VERIFIED,2028-09-01,NO,290719
KYC-0443,CUST-0443,Passport,VERIFIED,2028-01-23,NO,26755
KYC-0444,CUST-0444,SSN,VERIFIED,2028-03-06,NO,480427
KYC-0445,CUST-0445,National ID,VERIFIED,2027-04-27,NO,401833
KYC-0446,CUST-0446,Driving License,VERIFIED,2027-08-06,NO,57081
KYC-0447,CUST-0447,National ID,PENDING,2027-06-19,NO,77079
KYC-0448,CUST-0448,SSN,VERIFIED,2027-12-17,NO,135505
KYC-0449,CUST-0449,National ID,VERIFIED,2027-12-11,NO,24344
KYC-0450,CUST-0450,SSN,VERIFIED,2027-09-05,NO,125565
KYC-0451,CUST-0451,SSN,VERIFIED,2026-12-31,NO,38988
KYC-0452,CUST-0452,SSN,VERIFIED,2026-10-17,NO,127037
KYC-0453,CUST-0453,Driving License,VERIFIED,2027-01-23,NO,914067
KYC-0454,CUST-0454,National ID,VERIFIED,2027-09-13,NO,212138
KYC-0455,CUST-0455,National ID,VERIFIED,2028-09-02,NO,102563
KYC-0456,CUST-0456,National ID,PENDING,2028-10-17,NO,59273
KYC-0457,CUST-0457,Passport,VERIFIED,2027-03-28,NO,96055
KYC-0458,CUST-0458,Driving License,VERIFIED,2028-05-14,NO,43796
KYC-0459,CUST-0459,National ID,VERIFIED,2026-08-26,NO,518488
KYC-0460,CUST-0460,SSN,VERIFIED,2028-07-13,NO,325256
KYC-0461,CUST-0461,Passport,VERIFIED,2026-09-19,YES,19827
KYC-0462,CUST-0462,Driving License,VERIFIED,2028-09-23,NO,61961
KYC-0463,CUST-0463,Passport,VERIFIED,2026-12-08,NO,38222
KYC-0464,CUST-0464,Passport,VERIFIED,2028-08-03,NO,130624
KYC-0465,CUST-0465,National ID,VERIFIED,2026-09-26,NO,120354
KYC-0466,CUST-0466,National ID,VERIFIED,2026-10-05,NO,105635
KYC-0467,CUST-0467,National ID,VERIFIED,2027-02-09,NO,145298
KYC-0468,CUST-0468,Driving License,VERIFIED,2028-10-10,NO,15421
KYC-0469,CUST-0469,Driving License,VERIFIED,2028-06-12,NO,58427
KYC-0470,CUST-0470,Driving License,VERIFIED,2028-03-15,NO,69466
KYC-0471,CUST-0471,Passport,VERIFIED,2027-12-21,NO,12920
KYC-0472,CUST-0472,Passport,VERIFIED,2027-11-05,NO,169603
KYC-0473,CUST-0473,Passport,VERIFIED,2028-05-04,NO,135881
KYC-0474,CUST-0474,Driving License,VERIFIED,2027-09-12,NO,13623
KYC-0475,CUST-0475,Driving License,VERIFIED,2026-11-24,NO,35337
KYC-0476,CUST-0476,Passport,VERIFIED,2026-11-22,NO,15202
KYC-0477,CUST-0477,Driving License,VERIFIED,2027-12-01,NO,59445
KYC-0478,CUST-0478,Passport,EXPIRED,2025-09-18,YES,88730
KYC-0479,CUST-0479,SSN,VERIFIED,2027-07-09,NO,169673
KYC-0480,CUST-0480,National ID,VERIFIED,2028-12-27,NO,138052
KYC-0481,CUST-0481,Driving License,VERIFIED,2026-11-23,NO,178090
KYC-0482,CUST-0482,Driving License,VERIFIED,2028-11-14,NO,970503
KYC-0483,CUST-0483,Driving License,VERIFIED,2027-03-13,NO,123385
KYC-0484,CUST-0484,National ID,VERIFIED,2029-04-15,NO,140713
KYC-0485,CUST-0485,SSN,VERIFIED,2028-02-23,NO,666054
KYC-0486,CUST-0486,SSN,VERIFIED,2027-06-22,NO,11605864
KYC-0487,CUST-0487,Driving License,VERIFIED,2026-12-22,NO,149709
KYC-0488,CUST-0488,SSN,VERIFIED,2027-12-13,NO,98771
KYC-0489,CUST-0489,SSN,VERIFIED,2028-12-08,NO,2783713
KYC-0490,CUST-0490,National ID,VERIFIED,2028-08-27,NO,147906
KYC-0491,CUST-0491,Passport,VERIFIED,2028-10-04,NO,591901
KYC-0492,CUST-0492,Passport,VERIFIED,2027-04-08,NO,81833
KYC-0493,CUST-0493,Passport,VERIFIED,2027-01-26,NO,28093
KYC-0494,CUST-0494,SSN,VERIFIED,2028-10-14,NO,103642
KYC-0495,CUST-0495,SSN,VERIFIED,2028-07-25,NO,31496
KYC-0496,CUST-0496,Driving License,FAILED,2026-04-18,YES,89814
KYC-0497,CUST-0497,Passport,VERIFIED,2028-03-17,NO,780545
KYC-0498,CUST-0498,SSN,VERIFIED,2027-06-16,NO,861219
KYC-0499,CUST-0499,National ID,VERIFIED,2028-04-09,NO,596446
KYC-0500,CUST-0500,Passport,VERIFIED,2027-08-05,NO,69517
